RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_Name,RSO_MRP,Orbit_Identifier,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDJ41,6.85,Low,0.03830192,PROBA,211.2594,OUT010,1998,,Stealth_1,RSO_Type4,1046.6376
FDJ41,6.85,High,0.02288328,PROBA,211.2594,OUT046,1997,LEO,Stealth_1,RSO_Type1,2878.2534
FDP28,13.65,Regular,0.080804019,PROBA,211.1936,OUT045,2002,,Stealth_1,RSO_Type1,2348.9424
DRF37,17.25,Low,0.084809658,Sentinel,211.191,OUT017,2007,,Stealth_1,RSO_Type1,3155.892
FDO09,,Regular,0.124668026,CBERS,221.091,OUT027,2009,MEO,Stealth_2,RSO_Type3,5522.811
NCS06,7.935,Low,0.031730739,Corona,201.091,OUT035,2004,LEO,Stealth_1,RSO_Type1,2366.919
FDY02,8.945,Regular,0.087823675,Landsat,201.091,OUT045,2002,,Stealth_1,RSO_Type1,3418.883
DRM11,6.57,Low,0.066069578,SPOT,201.0278,OUT046,1997,LEO,Stealth_1,RSO_Type1,4165.2448
FDN58,,Regular,0.056596985,CBERS,260.9984,OUT027,2008,MEO,Stealth_4,RSO_Type3,9267.936
NCS06,,Low,0.031583053,Corona,260.991,OUT027,2005,MEO,Stealth_3,RSO_Type3,7100.757
NCL06,14.65,Low,0.072212787,Corona,200.9594,OUT045,2002,,Stealth_1,RSO_Type1,2878.2534
FDO48,15,Regular,0.026950104,EO-1,260.9456,OUT018,2009,MEO,Stealth_4,RSO_Type2,1768.3648
NCO17,10,Low,0.073678663,Dove,260.944,OUT018,2009,MEO,Stealth_4,RSO_Type2,2037.348
FDF40,,Regular,0.022403117,Landsat,260.9092,OUT027,2009,MEO,Stealth_4,RSO_Type3,8217.3036
FDA04,11.3,Regular,0.066717378,PROBA,260.8962,OUT035,2004,LEO,Stealth_3,RSO_Type1,4920.9278
NCF06,6.235,Low,0.020229757,Corona,220.8962,OUT049,2009,MEO,Stealth_2,RSO_Type1,5956.9126
FDN51,17.85,Regular,0.020989308,Terra,210.7936,OUT045,2002,,Stealth_1,RSO_Type1,4697.8848
FDK09,,Low,0.091318935,CBERS,260.7352,OUT027,2008,MEO,Stealth_4,RSO_Type3,8474.3024
FDS56,5.785,Regular,0.038756864,EnviSAT,260.7252,OUT046,2005,LEO,Stealth_3,RSO_Type1,6033.4796
DRF36,,Low,0.023463124,Sentinel,260.6846,OUT027,2008,MEO,Stealth_4,RSO_Type3,9554.23
FDU55,,Low,0.035737373,EnviSAT,260.6278,OUT027,2008,MEO,Stealth_4,RSO_Type3,9371.8008
FDU55,16.2,Low,0.035984104,EnviSAT,210.6278,OUT045,2002,,Stealth_1,RSO_Type1,4425.5726
FDX34,6.195,Low,0.072278769,CBERS,260.6098,OUT018,2009,MEO,Stealth_4,RSO_Type2,1807.647
FDR09,18.25,Low,0.07784544,CBERS,210.5962,OUT049,1999,MEO,Stealth_1,RSO_Type1,3884.943
FDS26,,Low,0.089035961,Landsat,260.5594,OUT027,2008,MEO,Stealth_4,RSO_Type3,9158.079
FDT16,9.895,Regular,0.048761046,PROBA,260.5278,OUT045,2002,,Stealth_3,RSO_Type1,8851.1452
FDR52,,Regular,0.075676339,PROBA,260.4846,OUT027,2008,MEO,Stealth_4,RSO_Type3,8789.8916
FDR59,14.5,Regular,0.063993068,Quickbird,220.4594,OUT045,2002,,Stealth_2,RSO_Type1,5494.8474
FDR59,14.5,Regular,0.063851475,Quickbird,210.4594,OUT035,2004,LEO,Stealth_1,RSO_Type1,3139.9128
FDR59,14.5,Regular,0.106894492,Quickbird,210.4594,OUT010,1998,,Stealth_1,RSO_Type4,1046.6376
FDC02,21.35,Low,0.068765205,Pleiades,210.4278,OUT013,1987,GEO,Stealth_1,RSO_Type1,3644.5892
FDD36,13.3,Low,0.02136022,EO-1,260.4124,OUT018,2009,MEO,Stealth_4,RSO_Type2,1777.686
FDB08,6.055,Low,0.031230059,EnviSAT,260.3578,OUT018,2009,MEO,Stealth_4,RSO_Type2,1765.0358
FDL57,15.1,Regular,0.067020992,CBERS,210.3304,OUT013,2002,GEO,Stealth_2,RSO_Type1,5424.9384
FDU55,16.2,Low,0.035967107,EnviSAT,260.3278,OUT049,2006,MEO,Stealth_3,RSO_Type1,7549.5062
FDU55,16.2,Low,0.036057562,EnviSAT,210.3278,OUT018,2009,MEO,Stealth_1,RSO_Type2,2342.9502
FDG47,12.8,Low,0.06961884,RapidEye,260.3252,OUT046,2006,MEO,Stealth_3,RSO_Type1,8132.0812
FDR09,18.25,Low,0.077659918,CBERS,160.2962,OUT013,1987,GEO,Stealth_0,RSO_Type1,1035.9848
FDN51,17.85,Regular,0.020942867,Terra,210.2936,OUT035,2004,LEO,Stealth_1,RSO_Type1,4175.8976
FDW19,12.35,Regular,0.038657256,EnviSAT,260.257,OUT018,2009,MEO,Stealth_4,RSO_Type2,1757.712
NCU42,9,Low,0.019586115,Corona,260.2474,OUT018,2009,MEO,Stealth_4,RSO_Type2,4211.185
FDL57,15.1,Regular,0.067212845,CBERS,200.2304,OUT045,2002,,Stealth_1,RSO_Type1,4908.2776
FDT16,9.895,Regular,0.048860587,PROBA,260.2278,OUT018,2009,MEO,Stealth_4,RSO_Type2,4165.2448
FDA04,11.3,Regular,0.066865326,PROBA,210.1962,OUT045,2002,,Stealth_1,RSO_Type1,2848.9582
FDP28,13.65,Regular,0.080573371,PROBA,260.1936,OUT013,2004,GEO,Stealth_3,RSO_Type1,3914.904
FDS26,20.35,Low,0.089394766,Landsat,210.1594,OUT013,1987,GEO,Stealth_1,RSO_Type1,2093.2752
FDT43,16.35,Low,0.020631654,EnviSAT,260.1324,OUT018,2009,MEO,Stealth_4,RSO_Type2,467.3916
FDP28,13.65,Regular,0.134975628,PROBA,210.0936,OUT010,1998,,Stealth_1,RSO_Type4,2260.9936
FDR35,,Low,0.020597493,Quickbird,260.0742,OUT027,2008,MEO,Stealth_4,RSO_Type3,8958.339
FDJ41,6.85,Low,0.022864238,PROBA,260.0594,OUT013,2004,GEO,Stealth_3,RSO_Type1,6018.1662
FDC02,21.35,Low,0.069102831,Pleiades,259.9278,OUT018,2009,GEO,Stealth_3,RSO_Type2,6768.5228
FDR09,,Low,0.077348214,CBERS,259.7962,OUT027,2005,GEO,Stealth_3,RSO_Type3,8028.8822
FDA04,,Regular,0.066406853,PROBA,229.7962,OUT027,2002,MEO,Stealth_2,RSO_Type3,5697.9164
FDP28,13.65,Regular,0.080968973,PROBA,219.7936,OUT018,2009,MEO,Stealth_1,RSO_Type2,2609.936
FDS26,20.35,Low,0.149753132,Landsat,219.7594,OUT010,1998,,Stealth_1,RSO_Type4,1784.9782
DRM11,6.57,Low,0.066014596,SPOT,219.7278,OUT013,1987,GEO,Stealth_1,RSO_Type1,2863.6058
FDR09,18.25,Low,0.077709902,CBERS,259.6962,OUT035,2004,LEO,Stealth_2,RSO_Type1,5438.9202
FDP28,13.65,Regular,0.08062523,PROBA,259.6936,OUT035,2004,LEO,Stealth_2,RSO_Type1,2087.9488
NCW30,5.21,Low,0.011007815,Corona,259.5962,OUT035,2004,LEO,Stealth_2,RSO_Type1,2848.9582
NCQ29,12,Low,0.104230135,Dove,219.5278,OUT046,1997,LEO,Stealth_1,RSO_Type1,2603.278
FDM21,20.2,Low,0.064351908,CBERS,219.4646,OUT035,2004,LEO,Stealth_1,RSO_Type1,2061.3168
FDC02,,Low,0.068489201,Pleiades,219.3278,OUT027,1985,MEO,Stealth_1,RSO_Type3,4165.2448
FDK28,5.695,Low,0.065960909,PROBA,229.2646,OUT017,2007,MEO,Stealth_2,RSO_Type1,9275.9256
FDM21,20.2,Low,0.06449461,CBERS,219.2646,OUT045,2002,,Stealth_1,RSO_Type1,3091.9752
FDF04,17.5,Low,0.013714183,PROBA,219.2304,OUT017,2007,,Stealth_1,RSO_Type1,2841.6344
FDV33,9.6,Regular,0.027386122,CBERS,229.2304,OUT049,1999,MEO,Stealth_1,RSO_Type1,4649.9472
FDA04,11.3,Medium,0.067001825,PROBA,229.1962,OUT018,2009,MEO,Stealth_2,RSO_Type2,5438.9202
FDA04,11.3,Regular,0.066674465,PROBA,229.1962,OUT013,2009,GEO,Stealth_2,RSO_Type1,5179.924
FDD44,8.05,Regular,0.078400465,EnviSAT,219.0646,OUT046,1997,LEO,Stealth_1,RSO_Type1,4380.2982
NCF06,6.235,Low,0.033807904,Corona,218.9962,OUT010,1998,,Stealth_1,RSO_Type4,1258.9962
FDQ11,5.695,Regular,0.067688124,Quickbird,228.8988,OUT035,2004,LEO,Stealth_2,RSO_Type1,5396.9748
FDQ11,,Regular,0.067373081,Quickbird,218.8988,OUT027,1985,MEO,Stealth_1,RSO_Type3,3083.9856
FDL57,15.1,Regular,0.067181098,CBERS,228.8304,OUT049,2004,MEO,Stealth_2,RSO_Type1,5424.9384
NCQ29,,Low,0.182493512,Dove,218.8278,OUT019,1985,LEO,Stealth_1,RSO_Type4,1041.3112
FDT16,,Regular,0.048426708,PROBA,228.7278,OUT027,2004,MEO,Stealth_2,RSO_Type3,5466.8838
FDF04,,Low,0.023876708,PROBA,188.6304,OUT019,1985,LEO,Stealth_0,RSO_Type4,1516.6608
FDK28,5.695,Low,0.065857092,PROBA,208.5646,OUT018,2009,MEO,Stealth_1,RSO_Type2,4380.2982
FDF04,17.5,Low,0.013637046,PROBA,258.5304,OUT046,2006,LEO,Stealth_3,RSO_Type1,6199.9296
FDC02,21.35,Low,0.068809463,Pleiades,228.5278,OUT035,2004,LEO,Stealth_2,RSO_Type1,5206.556
FDY55,16.75,Low,0.081304829,EnviSAT,218.4988,OUT035,2004,LEO,Stealth_1,RSO_Type1,4111.9808
FDR09,18.25,Low,0.078041216,CBERS,218.4962,OUT018,2009,MEO,Stealth_1,RSO_Type2,2848.9582
FDK46,9.6,Low,0.051571772,CBERS,218.462,OUT045,2002,,Stealth_1,RSO_Type1,4673.916
FDY55,,High,0,EnviSAT,158.3988,OUT019,1985,LEO,Stealth_0,RSO_Type4,256.9988
FDK46,9.6,Low,0.086145867,CBERS,218.362,OUT010,1998,,Stealth_1,RSO_Type4,259.662
FDV33,9.6,Regular,0.027399064,CBERS,218.3304,OUT045,2002,,Stealth_1,RSO_Type1,4133.2864
FDF04,17.5,Low,0,PROBA,218.3304,OUT013,1987,GEO,Stealth_1,RSO_Type1,3358.2952
FDC02,21.35,Low,0.068822477,Pleiades,258.3278,OUT046,2006,MEO,Stealth_3,RSO_Type1,7028.8506
FDC02,21.35,Low,0.115194717,Pleiades,218.3278,OUT010,1998,,Stealth_1,RSO_Type4,520.6556
FDK28,5.695,Low,0.065589906,PROBA,228.2646,OUT046,2004,LEO,Stealth_2,RSO_Type1,5410.9566
FDA04,11.3,Regular,0.067107448,PROBA,218.1962,OUT017,2007,,Stealth_1,RSO_Type1,4402.9354
FDV33,9.6,Regular,0.027454997,CBERS,218.1304,OUT018,2009,MEO,Stealth_1,RSO_Type2,2324.9736
FDY55,16.75,Low,0.081485126,EnviSAT,258.0988,OUT045,2002,,Stealth_3,RSO_Type1,8994.958
FDR09,18.25,Low,0.077882226,CBERS,218.0962,OUT045,2002,,Stealth_1,RSO_Type1,1035.9848
FDM21,20.2,Low,0.064728148,CBERS,228.0646,OUT017,2007,,Stealth_2,RSO_Type1,5668.6212
FDK46,9.6,Low,0.051677051,CBERS,228.062,OUT018,2009,,Stealth_2,RSO_Type2,2856.282
NCF06,6.235,Low,0.020198354,Corona,217.9962,OUT046,1997,LEO,Stealth_1,RSO_Type1,517.9924
FDL57,15.1,Regular,0.067064128,CBERS,227.9304,OUT035,2004,MEO,Stealth_2,RSO_Type1,6458.26
NCW30,5.21,Low,0.011072173,Corona,217.8962,OUT017,2007,,Stealth_1,RSO_Type1,4402.9354
FDG26,18.85,Low,0.042641788,Pleiades,227.833,OUT035,2004,GEO,Stealth_2,RSO_Type1,5382.993
FDG26,18.85,Low,0.042716162,Pleiades,217.833,OUT049,1999,MEO,Stealth_1,RSO_Type1,3332.329
FDV33,9.6,Regular,0.02734361,CBERS,217.8304,OUT046,1997,LEO,Stealth_1,RSO_Type1,1808.3128
FDF04,17.5,Low,0.013664703,PROBA,227.7304,OUT045,2002,GEO,Stealth_2,RSO_Type1,5683.2688
FDL57,,Regular,0.117442838,CBERS,157.7304,OUT019,1985,LEO,Stealth_0,RSO_Type4,774.9912
NCG06,16.35,Low,0.029445361,Corona,217.6646,OUT046,1997,LEO,Stealth_1,RSO_Type1,2061.3168
FDG26,18.85,Low,0.042891098,Pleiades,227.633,OUT017,2007,GEO,Stealth_2,RSO_Type1,5382.993
FDT07,5.82,Regular,0.077254736,EnviSAT,227.633,OUT013,2007,LEO,Stealth_2,RSO_Type1,1537.998
FDT07,5.82,Regular,0.077304459,EnviSAT,217.633,OUT035,2004,LEO,Stealth_1,RSO_Type1,4613.994
FDD44,8.05,Regular,0,EnviSAT,237.5646,OUT013,2007,GEO,Stealth_2,RSO_Type1,5153.292
FDQ11,5.695,Regular,0.06797671,Quickbird,257.4988,OUT018,2009,MEO,Stealth_3,RSO_Type2,3083.9856
FDP33,18.7,Low,0.089197963,CBERS,227.3672,OUT013,1987,GEO,Stealth_1,RSO_Type1,2045.3376
FDL57,15.1,Regular,0.067350054,CBERS,237.3304,OUT018,2009,MEO,Stealth_2,RSO_Type2,3874.956
FDA04,11.3,Regular,0.066729996,PROBA,257.2962,OUT046,2006,LEO,Stealth_3,RSO_Type1,4920.9278
FDA04,11.3,Regular,0.066833743,PROBA,227.2962,OUT049,1999,MEO,Stealth_1,RSO_Type1,2330.9658
FDR09,18.25,Low,0.130095044,CBERS,217.2962,OUT010,1998,,Stealth_1,RSO_Type4,517.9924
FDA27,20.35,Regular,0.031102571,Landsat,217.2672,OUT017,2007,,Stealth_1,RSO_Type1,2045.3376
FDB52,17.75,Low,0.03048292,Landsat,217.2672,OUT049,1999,MEO,Stealth_1,RSO_Type1,3068.0064
FDD44,8.05,Regular,0.078522357,EnviSAT,257.1646,OUT049,2006,MEO,Stealth_3,RSO_Type1,6183.9504
FDT07,,Regular,0.076944658,EnviSAT,257.133,OUT027,2006,MEO,Stealth_3,RSO_Type3,7433.657
FDY55,16.75,Low,0.081446638,EnviSAT,257.0988,OUT049,2005,MEO,Stealth_3,RSO_Type1,6424.97
FDD44,8.05,Regular,0.07884393,EnviSAT,257.0646,OUT017,2007,,Stealth_3,RSO_Type1,8760.5964
FDB52,17.75,Low,0.030497325,Landsat,216.9672,OUT045,2002,,Stealth_1,RSO_Type1,1534.0032
NCG06,16.35,Low,0.029420857,Corona,216.9646,OUT013,1987,GEO,Stealth_1,RSO_Type1,4637.9628
FDA27,20.35,Regular,0.030927632,Landsat,216.8672,OUT046,1997,LEO,Stealth_1,RSO_Type1,3579.3408
FDA27,20.35,Regular,0,Landsat,256.7672,OUT018,2009,MEO,Stealth_3,RSO_Type2,5624.6784
FDB52,,Low,0.030288215,Landsat,236.7672,OUT027,2009,MEO,Stealth_2,RSO_Type3,4346.3424
NCQ06,13,Low,0.041824524,Corona,216.7014,OUT046,1997,LEO,Stealth_1,RSO_Type1,2805.0154
FDP33,18.7,Low,0,CBERS,236.6672,OUT018,2009,MEO,Stealth_2,RSO_Type2,3068.0064
FDT07,5.82,Medium,0,EnviSAT,216.633,OUT049,1999,MEO,Stealth_1,RSO_Type1,2050.664
FDQ11,5.695,Regular,0.067700925,Quickbird,216.5988,OUT046,1997,LEO,Stealth_1,RSO_Type1,2055.9904
NCT05,10.895,Low,0.020934413,Dove,216.5672,OUT013,1987,GEO,Stealth_1,RSO_Type1,4090.6752
FDY55,16.75,Low,0.081252534,EnviSAT,256.4988,OUT013,2005,GEO,Stealth_3,RSO_Type1,7452.9652
FDP33,18.7,High,0.089777214,CBERS,236.4672,OUT017,2007,MEO,Stealth_2,RSO_Type1,5369.0112
NCG06,16.35,Low,0.029565309,Corona,236.4646,OUT018,2009,MEO,Stealth_2,RSO_Type2,515.3292
FDD44,8.05,Regular,0.07838564,EnviSAT,236.4646,OUT035,2004,LEO,Stealth_2,RSO_Type1,5153.292
FDF04,17.5,Low,0.013634468,PROBA,216.4304,OUT035,2004,LEO,Stealth_1,RSO_Type1,1808.3128
FDQ11,,Regular,0.118535581,Quickbird,196.3988,OUT019,1985,LEO,Stealth_0,RSO_Type4,256.9988
FDA27,20.35,Regular,0.030990354,Landsat,216.3672,OUT045,2002,,Stealth_1,RSO_Type1,1022.6688
FDP33,,Low,0.156304192,CBERS,196.3672,OUT019,1985,LEO,Stealth_0,RSO_Type4,255.6672
FDF04,17.5,High,0.013658248,PROBA,256.3304,OUT049,2004,GEO,Stealth_3,RSO_Type1,6199.9296
FDT37,14.15,Low,0.03546967,Pleiades,216.3014,OUT017,2007,,Stealth_1,RSO_Type1,4845.0266
FDM21,,Low,0.064052392,CBERS,256.1646,OUT027,2004,GEO,Stealth_3,RSO_Type3,7472.2734
NCG06,,Low,0.02930277,Corona,236.1646,OUT027,2004,MEO,Stealth_2,RSO_Type3,5926.2858
FDK28,,Low,0.065272284,PROBA,236.1646,OUT027,2004,MEO,Stealth_2,RSO_Type3,3349.6398
FDZ20,16.1,Low,0.034376537,EnviSAT,256.1356,OUT045,2002,,Stealth_3,RSO_Type1,6358.39
FDK03,12.6,Regular,0.074035365,Landsat,216.1356,OUT049,1999,MEO,Stealth_1,RSO_Type1,4578.0408
FDT07,,Regular,0.135375727,EnviSAT,186.133,OUT019,1985,LEO,Stealth_0,RSO_Type4,256.333
FDQ01,19.7,Regular,0.160951491,Pleiades,236.1014,OUT049,1999,MEO,Stealth_1,RSO_Type1,3060.0168
NCQ06,13,Low,0.041789718,Corona,236.1014,OUT013,1987,GEO,Stealth_1,RSO_Type1,2550.014
FDB52,17.75,Low,0.030410273,Landsat,216.0672,OUT013,1987,GEO,Stealth_1,RSO_Type1,2045.3376
FDK28,5.695,Low,0.109784056,PROBA,216.0646,OUT010,1998,,Stealth_1,RSO_Type4,1288.323
FDP15,15.2,Low,0,Terra,246.033,OUT010,1998,,Stealth_1,RSO_Type4,1281.665
NCT05,10.895,High,0.021037197,Dove,255.9672,OUT018,2009,MEO,Stealth_3,RSO_Type2,4857.6768
FDK03,12.6,Regular,0.074221559,Landsat,235.9356,OUT018,2009,MEO,Stealth_2,RSO_Type2,4832.3764
FDG26,18.85,Low,0.042736348,Pleiades,215.933,OUT045,2002,,Stealth_1,RSO_Type1,3844.995
NCQ06,13,Low,0.04188955,Corona,245.9014,OUT049,2009,MEO,Stealth_2,RSO_Type1,3315.0182
FDY45,,Low,0.026015519,CBERS,215.8356,OUT027,1985,MEO,Stealth_1,RSO_Type3,2543.356
FDM21,20.2,High,0.064464147,CBERS,255.7646,OUT049,2009,MEO,Stealth_2,RSO_Type1,5410.9566
FDZ20,16.1,Low,0.034501016,EnviSAT,255.7356,OUT017,2002,,Stealth_2,RSO_Type1,2543.356
NCT05,10.895,Low,0.020994339,Dove,255.6672,OUT045,2002,,Stealth_3,RSO_Type1,4346.3424
FDK03,12.6,Regular,0.073920438,Landsat,215.6356,OUT046,1997,LEO,Stealth_1,RSO_Type1,2797.6916
NCZ18,7.825,Low,0.186445212,Corona,215.5698,OUT045,2002,,Stealth_1,RSO_Type1,1522.0188
FDK03,12.6,Regular,0.074338562,Landsat,255.5356,OUT017,2007,,Stealth_3,RSO_Type1,9664.7528
FDT37,14.15,Low,0.035240817,Pleiades,255.5014,OUT013,2002,GEO,Stealth_2,RSO_Type1,5355.0294
NCZ18,7.825,Low,0.186067862,Corona,255.4698,OUT046,2002,LEO,Stealth_2,RSO_Type1,5073.396
FDT07,5.82,Regular,0.077319079,EnviSAT,255.433,OUT046,2006,LEO,Stealth_3,RSO_Type1,4357.661
FDY55,16.75,Low,0,EnviSAT,215.3988,OUT046,1997,LEO,Stealth_1,RSO_Type1,4625.9784
DRI39,13.8,High,0.097457483,Landsat,255.393,OUT018,2009,MEO,Stealth_4,RSO_Type2,1018.674
FDD29,,Low,0.018321361,PROBA,215.3698,OUT027,1985,MEO,Stealth_1,RSO_Type3,4819.7262
NCT05,10.895,Low,0.020951848,Dove,215.3672,OUT046,1997,LEO,Stealth_1,RSO_Type1,767.0016
FDT07,5.82,Regular,0.077475884,EnviSAT,215.333,OUT045,2002,,Stealth_1,RSO_Type1,4870.327
FDG26,18.85,Low,0.042614361,Pleiades,215.333,OUT013,1987,GEO,Stealth_1,RSO_Type1,1794.331
NCZ06,,Low,0.164864915,Corona,185.2698,OUT019,1985,LEO,Stealth_0,RSO_Type4,761.0094
FDZ20,16.1,Low,0.034278413,EnviSAT,255.2356,OUT013,2006,GEO,Stealth_3,RSO_Type1,6867.0612
FDQ01,19.7,Regular,0.161610636,Pleiades,215.2014,OUT017,2007,,Stealth_1,RSO_Type1,3570.0196
FDY45,17.5,Low,0.026248606,CBERS,255.1356,OUT018,2009,GEO,Stealth_3,RSO_Type2,3815.034
FDA44,19.7,High,0.053439522,EnviSAT,255.093,OUT018,2009,MEO,Stealth_4,RSO_Type2,1018.674
NCY29,13.65,Low,0.077548732,Dove,255.093,OUT018,2009,MEO,Stealth_4,RSO_Type2,452.744
NCQ06,13,Low,0.041909345,Corona,225.0014,OUT045,2002,,Stealth_2,RSO_Type1,5865.0322
NCZ06,19.6,Low,0.094694278,Corona,254.9698,OUT017,2007,,Stealth_3,RSO_Type1,2536.698
FDD11,12.85,Low,0.030789914,RapidEye,214.904,OUT017,2007,,Stealth_1,RSO_Type1,3036.048
NCL55,12.15,Low,0,SkySat,214.904,OUT046,1997,LEO,Stealth_1,RSO_Type1,4048.064
NCK30,14.85,Low,0.060927824,Corona,214.8698,OUT013,1987,GEO,Stealth_1,RSO_Type1,4819.7262
DRK23,8.395,Low,0.07191675,SPOT,254.804,OUT013,2006,GEO,Stealth_3,RSO_Type1,7843.124
FDT37,14.15,Low,0.035263498,Pleiades,214.8014,OUT035,2004,LEO,Stealth_1,RSO_Type1,2040.0112
NCZ06,19.6,Low,0.094545236,Corona,224.7698,OUT018,2009,MEO,Stealth_2,RSO_Type2,5327.0658
FDD29,12.15,Low,0.018407033,PROBA,224.7698,OUT035,2004,LEO,Stealth_2,RSO_Type1,5834.4054
FDD29,12.15,Low,0.018439138,PROBA,224.7698,OUT049,1999,MEO,Stealth_2,RSO_Type1,5073.396
FDP33,18.7,Low,0.089272253,CBERS,224.7672,OUT046,1997,LEO,Stealth_2,RSO_Type1,5113.344
FDD11,12.85,High,0,RapidEye,214.704,OUT035,2004,LEO,Stealth_1,RSO_Type1,2530.04
FDD11,,Low,0.03046847,RapidEye,214.704,OUT027,1985,MEO,Stealth_1,RSO_Type3,3036.048
NCQ06,13,High,0.041994899,Corona,224.7014,OUT018,2009,MEO,Stealth_2,RSO_Type2,5100.028
FDQ01,19.7,Regular,0.160671255,Pleiades,214.7014,OUT035,2004,LEO,Stealth_1,RSO_Type1,3570.0196
NCL55,,Low,0.113212516,SkySat,184.604,OUT019,1985,LEO,Stealth_0,RSO_Type4,759.012
FDT07,5.82,Regular,0.077756427,EnviSAT,224.533,OUT017,2007,,Stealth_1,RSO_Type1,1281.665
NCQ06,13,Low,0.041816615,Corona,224.5014,OUT035,2004,LEO,Stealth_1,RSO_Type1,4845.0266
NCZ18,7.825,Low,0.186357148,Corona,244.3698,OUT049,1999,MEO,Stealth_2,RSO_Type1,5580.7356
NCK30,14.85,Low,0.060967038,Corona,224.3698,OUT035,2004,LEO,Stealth_1,RSO_Type1,4566.0564
NCK30,14.85,Low,0.102065622,Corona,224.2698,OUT010,1998,,Stealth_1,RSO_Type4,1775.6886
FDK03,12.6,Regular,0.074070351,Landsat,224.2356,OUT045,2002,,Stealth_1,RSO_Type1,4578.0408
NCQ06,13,Low,0.0420611,Corona,244.1014,OUT017,2002,,Stealth_2,RSO_Type1,3315.0182
FDQ01,19.7,Regular,0.16102755,Pleiades,214.1014,OUT045,2002,,Stealth_1,RSO_Type1,4845.0266
NCQ06,,Low,0.073229342,Corona,194.1014,OUT019,1985,LEO,Stealth_0,RSO_Type4,255.0014
FDO20,12.85,Regular,0.152364317,EnviSAT,224.0382,OUT049,1999,MEO,Stealth_1,RSO_Type1,1261.691
NCL55,12.15,Low,0.06479182,SkySat,214.004,OUT045,2002,,Stealth_1,RSO_Type1,2277.036
FDA27,20.35,Regular,0.030975716,Landsat,213.9672,OUT049,1999,MEO,Stealth_1,RSO_Type1,3068.0064
NCZ06,,Low,0.09370568,Corona,213.8698,OUT027,1985,MEO,Stealth_1,RSO_Type3,3297.7074
FDO20,12.85,Regular,0.152988295,EnviSAT,243.7382,OUT017,2007,,Stealth_2,RSO_Type1,2271.0438
FDY45,17.5,Low,0.026289984,CBERS,243.7356,OUT017,2007,,Stealth_2,RSO_Type1,3815.034
FDZ20,16.1,Low,0.057422821,EnviSAT,213.7356,OUT010,1998,,Stealth_1,RSO_Type4,508.6712
NCL55,12.15,Low,0.065026434,SkySat,253.704,OUT017,2007,,Stealth_2,RSO_Type1,5060.08
DRK23,8.395,Low,0.072088552,SPOT,253.704,OUT049,1999,MEO,Stealth_1,RSO_Type1,4554.072
FDT37,14.15,Low,0,Pleiades,253.7014,OUT045,2002,MEO,Stealth_2,RSO_Type1,5865.0322
FDI46,9.5,Low,0.074460855,CBERS,253.6724,OUT049,2002,MEO,Stealth_2,RSO_Type1,5033.448
FDY45,17.5,Low,0.026182758,CBERS,253.6356,OUT049,2002,MEO,Stealth_2,RSO_Type1,5086.712
NCQ06,,Low,0.041621987,Corona,253.6014,OUT027,2005,GEO,Stealth_3,RSO_Type3,6630.0364
NCR38,17.25,Low,0.113518466,Corona,253.5724,OUT046,2002,LEO,Stealth_2,RSO_Type1,5033.448
NCZ18,7.825,Low,0.186825823,Corona,253.5698,OUT018,2009,MEO,Stealth_4,RSO_Type2,3805.047
NCR38,17.25,Low,0.113694957,Corona,253.4724,OUT049,2006,GEO,Stealth_3,RSO_Type1,6040.1376
NCR38,17.25,Low,0.113497001,Corona,253.4724,OUT035,2004,LEO,Stealth_1,RSO_Type1,755.0172
FDQ24,15.7,Low,0.073816097,EO-1,253.4724,OUT045,2002,,Stealth_1,RSO_Type1,2013.3792
FDP45,15.7,Regular,0.030686952,CBERS,253.4724,OUT045,2002,,Stealth_1,RSO_Type1,1510.0344
NCZ18,7.825,Low,0,Corona,253.4698,OUT017,2007,GEO,Stealth_2,RSO_Type1,6849.0846
FDZ20,16.1,Low,0.0343603,EnviSAT,253.4356,OUT049,1999,MEO,Stealth_1,RSO_Type1,2797.6916
NCL55,12.15,Low,0.06464846,SkySat,253.404,OUT035,2004,LEO,Stealth_1,RSO_Type1,4807.076
FDQ24,15.7,Low,0.074083388,EO-1,253.3724,OUT017,2007,,Stealth_3,RSO_Type1,6795.1548
FDI46,9.5,Low,0.074648119,CBERS,253.3724,OUT018,2009,MEO,Stealth_1,RSO_Type2,755.0172
FDT37,,Low,0.061753511,Pleiades,253.3014,OUT019,1985,LEO,Stealth_0,RSO_Type4,510.0028
NCK30,14.85,Low,0.061102235,Corona,253.2698,OUT045,2002,,Stealth_1,RSO_Type1,2283.0282
FDZ20,16.1,Low,0.034300475,EnviSAT,253.2356,OUT035,2004,LEO,Stealth_2,RSO_Type1,5849.7188
NCR38,17.25,Low,0.114160573,Corona,253.1724,OUT017,2007,,Stealth_2,RSO_Type1,3775.086
FDP45,15.7,Regular,0.030672457,CBERS,253.1724,OUT049,1999,MEO,Stealth_2,RSO_Type1,5285.1204
FDD29,12.15,Low,0.018485511,PROBA,253.1698,OUT018,2009,MEO,Stealth_3,RSO_Type2,1522.0188
FDQ01,19.7,Regular,0.161356273,Pleiades,253.1014,OUT018,2009,MEO,Stealth_3,RSO_Type2,2805.0154
