RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDT07,12.86997334,2,0.135375727,186.133,1985,1,1,4,256.333
FDQ01,19.7,2,0.160951491,236.1014,1999,2,2,1,3060.0168
NCQ06,13,1,0.041789718,236.1014,1987,3,2,1,2550.014
FDB52,17.75,1,0.030410273,216.0672,1987,3,2,1,2045.3376
FDK28,5.695,1,0.109784056,216.0646,1998,1,2,4,1288.323
FDP15,15.2,1,0.066169159,246.033,1998,1,2,4,1281.665
NCT05,10.895,3,0.021037197,255.9672,2009,2,4,2,4857.6768
FDK03,12.6,2,0.074221559,235.9356,2009,2,3,2,4832.3764
FDG26,18.85,1,0.042736348,215.933,2002,1,2,1,3844.995
NCQ06,13,1,0.04188955,245.9014,2009,2,3,1,3315.0182
FDY45,12.86836275,1,0.026015519,215.8356,1985,2,2,3,2543.356
FDM21,20.2,3,0.064464147,255.7646,2009,2,3,1,5410.9566
FDZ20,16.1,1,0.034501016,255.7356,2002,1,3,1,2543.356
NCT05,10.895,1,0.020994339,255.6672,2002,1,4,1,4346.3424
FDK03,12.6,2,0.073920438,215.6356,1997,1,2,1,2797.6916
NCZ18,7.825,1,0.186445212,215.5698,2002,1,2,1,1522.0188
FDK03,12.6,2,0.074338562,255.5356,2007,1,4,1,9664.7528
FDT37,14.15,1,0.035240817,255.5014,2002,3,3,1,5355.0294
NCZ18,7.825,1,0.186067862,255.4698,2002,1,3,1,5073.396
FDT07,5.82,2,0.077319079,255.433,2006,1,4,1,4357.661
FDY55,16.75,1,0.066173262,215.3988,1997,1,2,1,4625.9784
DRI39,13.8,3,0.097457483,255.393,2009,2,5,2,1018.674
FDD29,12.86880645,1,0.018321361,215.3698,1985,2,2,3,4819.7262
NCT05,10.895,1,0.020951848,215.3672,1997,1,2,1,767.0016
FDT07,5.82,2,0.077475884,215.333,2002,1,2,1,4870.327
FDG26,18.85,1,0.042614361,215.333,1987,3,2,1,1794.331
NCZ06,12.86925843,1,0.164864915,185.2698,1985,1,1,4,761.0094
FDZ20,16.1,1,0.034278413,255.2356,2006,3,4,1,6867.0612
FDQ01,19.7,2,0.161610636,215.2014,2007,1,2,1,3570.0196
FDY45,17.5,1,0.026248606,255.1356,2009,3,4,2,3815.034
FDA44,19.7,3,0.053439522,255.093,2009,2,5,2,1018.674
NCY29,13.65,1,0.077548732,255.093,2009,2,5,2,452.744
NCQ06,13,1,0.041909345,225.0014,2002,1,3,1,5865.0322
NCZ06,19.6,1,0.094694278,254.9698,2007,1,4,1,2536.698
FDD11,12.85,1,0.030789914,214.904,2007,1,2,1,3036.048
NCL55,12.15,1,0.066179475,214.904,1997,1,2,1,4048.064
NCK30,14.85,1,0.060927824,214.8698,1987,3,2,1,4819.7262
DRK23,8.395,1,0.07191675,254.804,2006,3,4,1,7843.124
FDT37,14.15,1,0.035263498,214.8014,2004,1,2,1,2040.0112
NCZ06,19.6,1,0.094545236,224.7698,2009,2,3,2,5327.0658
FDD29,12.15,1,0.018407033,224.7698,2004,1,3,1,5834.4054
FDD29,12.15,1,0.018439138,224.7698,1999,2,3,1,5073.396
FDP33,18.7,1,0.089272253,224.7672,1997,1,3,1,5113.344
FDD11,12.85,3,0.066196835,214.704,2004,1,2,1,2530.04
FDD11,12.86354961,1,0.03046847,214.704,1985,2,2,3,3036.048
NCQ06,13,3,0.041994899,224.7014,2009,2,3,2,5100.028
FDQ01,19.7,2,0.160671255,214.7014,2004,1,2,1,3570.0196
NCL55,12.86251043,1,0.113212516,184.604,1985,1,1,4,759.012
FDT07,5.82,2,0.077756427,224.533,2007,1,2,1,1281.665
NCQ06,13,1,0.041816615,224.5014,2004,1,2,1,4845.0266
NCZ18,7.825,1,0.186357148,244.3698,1999,2,3,1,5580.7356
NCK30,14.85,1,0.060967038,224.3698,2004,1,2,1,4566.0564
NCK30,14.85,1,0.102065622,224.2698,1998,1,2,4,1775.6886
FDK03,12.6,2,0.074070351,224.2356,2002,1,2,1,4578.0408
NCQ06,13,1,0.0420611,244.1014,2002,1,3,1,3315.0182
FDQ01,19.7,2,0.16102755,214.1014,2002,1,2,1,4845.0266
NCQ06,12.8626977,1,0.073229342,194.1014,1985,1,1,4,255.0014
FDO20,12.85,2,0.152364317,224.0382,1999,2,2,1,1261.691
NCL55,12.15,1,0.06479182,214.004,2002,1,2,1,2277.036
FDA27,20.35,2,0.030975716,213.9672,1999,2,2,1,3068.0064
NCZ06,12.86168831,1,0.09370568,213.8698,1985,2,2,3,3297.7074
FDO20,12.85,2,0.152988295,243.7382,2007,1,3,1,2271.0438
FDY45,17.5,1,0.026289984,243.7356,2007,1,3,1,3815.034
FDZ20,16.1,1,0.057422821,213.7356,1998,1,2,4,508.6712
NCL55,12.15,1,0.065026434,253.704,2007,1,3,1,5060.08
DRK23,8.395,1,0.072088552,253.704,1999,2,2,1,4554.072
FDT37,14.15,1,0.066152426,253.7014,2002,2,3,1,5865.0322
FDI46,9.5,1,0.074460855,253.6724,2002,2,3,1,5033.448
FDY45,17.5,1,0.026182758,253.6356,2002,2,3,1,5086.712
NCQ06,12.86090345,1,0.041621987,253.6014,2005,3,4,3,6630.0364
NCR38,17.25,1,0.113518466,253.5724,2002,1,3,1,5033.448
NCZ18,7.825,1,0.186825823,253.5698,2009,2,5,2,3805.047
NCR38,17.25,1,0.113694957,253.4724,2006,3,4,1,6040.1376
NCR38,17.25,1,0.113497001,253.4724,2004,1,2,1,755.0172
FDQ24,15.7,1,0.073816097,253.4724,2002,1,2,1,2013.3792
FDP45,15.7,2,0.030686952,253.4724,2002,1,2,1,1510.0344
NCZ18,7.825,1,0.06613845,253.4698,2007,3,3,1,6849.0846
FDZ20,16.1,1,0.0343603,253.4356,1999,2,2,1,2797.6916
NCL55,12.15,1,0.06464846,253.404,2004,1,2,1,4807.076
FDQ24,15.7,1,0.074083388,253.3724,2007,1,4,1,6795.1548
FDI46,9.5,1,0.074648119,253.3724,2009,2,2,2,755.0172
FDT37,12.85928967,1,0.061753511,253.3014,1985,1,1,4,510.0028
NCK30,14.85,1,0.061102235,253.2698,2002,1,2,1,2283.0282
FDZ20,16.1,1,0.034300475,253.2356,2004,1,3,1,5849.7188
NCR38,17.25,1,0.114160573,253.1724,2007,1,3,1,3775.086
FDP45,15.7,2,0.030672457,253.1724,1999,2,3,1,5285.1204
FDD29,12.15,1,0.018485511,253.1698,2009,2,4,2,1522.0188
FDQ01,19.7,2,0.161356273,253.1014,2009,2,4,2,2805.0154
NCK30,14.85,1,0.061226969,253.0698,2009,2,4,2,2283.0282
NCZ18,7.825,1,0.186032678,253.0698,2004,2,4,1,6088.0752
FDY45,17.5,1,0.066132133,253.0356,2004,1,2,1,4578.0408
FDK03,12.6,2,0.123727659,253.0356,1998,1,2,4,254.3356
FDD11,12.85,3,0.066133193,253.004,2009,2,3,2,3795.06
FDP45,15.7,2,0.03079807,252.9724,2007,1,2,1,3020.0688
DRP47,15.75,1,0.140821917,252.9382,1999,2,2,1,2775.7202
DRP47,15.75,1,0.140603316,252.8382,2004,2,4,1,6308.455
FDD29,12.15,1,0.018514652,252.7698,2007,1,3,1,5834.4054
NCZ18,12.85511328,1,0.325780807,252.7698,1985,1,1,4,761.0094
DRP47,15.75,1,0.14048631,252.7382,1999,3,3,1,3280.3966
FDO20,12.85,2,0.152099033,252.6382,2004,1,2,1,3532.7348
FDY45,17.5,1,0.026195131,252.6356,2002,1,2,1,2543.356
NCC43,7.39,1,0.092782895,252.6066,1997,1,2,1,2259.0594
FDI46,12.85480258,1,0.073985248,252.5724,1985,2,2,3,3271.7412
FDN22,18.85,2,0.138585859,252.4724,2002,1,2,1,3271.7412
FDO20,12.85,2,0.152001201,252.3382,2004,3,4,1,6056.1168
FDO20,12.85,2,0.066061943,252.3382,1997,1,2,1,4794.4258
FDZ20,16.1,1,0.034306962,252.3356,1997,1,2,1,3815.034
FDP45,12.85341595,2,0.030476541,252.2724,1999,2,3,3,5033.448
FDP45,15.7,2,0.030624844,252.2724,1997,1,1,1,1258.362
NCZ06,19.6,1,0.094083303,252.2698,1987,3,2,1,2790.3678
FDD29,12.15,1,0.018410515,252.1698,1997,1,2,1,2283.0282
FDD29,12.15,1,0.030815427,252.0698,1998,1,2,4,1014.6792
FDO20,12.85,2,0.152747503,252.0382,2009,2,3,2,4037.4112
FDI46,9.5,1,0.074496043,251.9724,2002,1,2,1,2516.724
FDI46,9.5,1,0.074345268,251.9724,1997,1,2,1,3523.4136
NCZ06,19.6,1,0.094161662,251.9698,1997,1,2,1,4566.0564
NCC43,7.39,1,0.092705683,251.9066,1987,3,2,1,4267.1122
DRK23,12.8530009,1,0.071628097,251.904,1985,2,2,3,4301.068
NCZ06,19.6,1,0.094308058,251.8698,1999,2,2,1,3551.3772
FDN38,6.615,2,0.09234651,251.8408,2009,2,3,2,4506.1344
FDN22,18.85,2,0.139087683,251.7724,2007,1,2,1,3020.0688
FDD11,12.85,1,0.030678825,251.704,2002,1,2,1,3542.056
NCE18,10,1,0.021468792,251.675,2002,1,2,1,4244.475
FDD29,12.15,1,0.018395194,251.6698,1987,3,3,1,6088.0752
FDN38,6.615,2,0.091971856,251.6408,2005,2,4,1,6008.1792
DRK23,8.395,1,0.072383777,251.504,2007,1,4,1,7084.112
FDD11,12.85,1,0.030591255,251.404,1987,3,2,1,2277.036
NCR38,17.25,1,0.113748685,251.3724,2002,1,4,1,6795.1548
NCC43,7.39,1,0.093160853,251.3066,2009,2,4,2,1004.0264
FDN38,12.85432952,2,0.161030847,251.2408,1985,1,2,4,1001.3632
FDN38,6.615,2,0.092158377,251.1408,2002,1,2,1,3254.4304
FDN03,12.85526974,2,0.026420581,250.9408,1985,1,2,4,1001.3632
FDW55,12.6,2,0.021951613,250.9092,1987,3,2,1,4731.1748
NCC43,7.39,1,0.093307713,250.9066,2007,1,1,1,1506.0396
FDN22,18.85,2,0.138190277,250.8724,1987,3,2,1,3775.086
NCR38,12.8552284,1,0.19875618,250.7724,1985,1,1,4,251.6724
FDK21,7.905,1,0.010003987,250.7408,1987,3,3,1,5757.8384
FDN38,6.615,2,0.091954465,250.6408,2004,1,2,1,4756.4752
FDA15,9.3,1,0.016009057,250.6092,2004,3,4,1,6474.2392
FDQ24,15.7,1,0.073966786,250.5724,2009,2,3,2,4026.7584
DRP47,15.75,1,0.141398626,250.5382,2007,1,2,1,2775.7202
FDQ24,12.85658721,1,0.12898088,250.4724,1985,1,1,4,251.6724
FDK21,7.905,1,0.016758569,250.4408,1998,1,2,4,500.6816
FDK21,7.905,1,0.010012319,250.4408,1997,1,2,1,3004.0896
FDO11,8,2,0.030264897,250.3092,2004,2,4,1,6723.2484
FDW55,12.6,2,0.036773101,250.3092,1998,1,2,4,249.0092
FDI08,18.2,2,0.066567121,250.2092,2009,3,3,2,2988.1104
FDA15,9.3,1,0.016054884,250.2092,2002,1,3,1,4976.2208
FDX13,7.725,1,0.047879864,250.2092,2002,1,2,1,3984.1472
NCE18,10,1,0.021425341,250.175,1997,1,2,1,2996.1
FDN03,9.8,2,0.015087112,250.1408,2004,1,3,1,4005.4528
FDI08,18.2,2,0.066400129,250.1092,1999,2,3,1,5727.2116
FDI08,18.2,3,0.066431507,250.1092,2002,1,2,1,4233.1564
FDO11,8,2,0.050657232,249.9092,1998,1,2,4,249.0092
FDA15,9.3,1,0.016047301,249.8092,1999,2,2,1,3735.138
FDQ52,17,1,0.119570595,249.7434,1999,2,2,1,4221.8378
FDT21,7.42,1,0.02050719,249.7092,2007,1,4,1,7719.2852
FDQ24,15.7,1,0.073605395,249.6724,2004,3,4,1,6543.4824
FDK21,7.905,1,0.010027885,249.6408,1999,2,2,1,3254.4304
FDN03,9.8,2,0.015089965,249.6408,1997,1,2,1,1001.3632
FDU14,17.75,1,0.058168807,249.575,1998,1,2,4,499.35
FDX13,7.725,1,0.047977607,249.5092,2009,3,4,2,2241.0828
FDA15,12.86092993,1,0.015944801,249.5092,2004,3,4,3,6474.2392
NCC43,7.39,1,0.092927148,249.5066,1999,2,2,1,4267.1122
FDQ52,17,1,0.119362409,249.4434,2004,1,3,1,5960.2416
NCX30,16.7,1,0.026620627,249.2776,1997,1,2,1,4210.5192
FDX13,7.725,1,0.047782959,249.1092,1997,1,2,1,2490.092
FDK21,7.905,1,0.010053105,249.0408,2009,3,4,2,6258.52
FDK21,7.905,1,0.010010425,249.0408,2004,1,2,1,3755.112
FDT21,7.42,1,0.020423549,249.0092,1999,2,2,1,2988.1104
FDT21,7.42,1,0.0204332,248.9092,2002,1,3,1,5976.2208
FDA15,9.3,1,0.026818196,248.9092,1998,1,2,4,498.0184
FDT21,7.42,1,0.020391845,248.9092,1997,1,2,1,2241.0828
FDQ52,12.8658442,1,0.118806857,248.8434,2004,3,4,3,6705.2718
FDT21,12.8658442,1,0.066116172,248.8092,2004,2,4,3,6474.2392
FDW55,12.6,2,0.066124467,248.8092,2004,2,4,1,6723.2484
FDA15,9.3,3,0.016113019,248.8092,2007,1,3,1,5976.2208
FDO11,12.86642511,2,0.030118338,248.8092,1985,2,1,3,3486.1288
FDU14,17.75,1,0.034752647,248.775,1997,1,2,1,3745.125
NCX30,12.86568461,3,0.046609281,248.6776,1985,1,1,4,495.3552
FDU14,17.75,1,0.034823127,248.675,2002,1,3,1,4993.5
FDN03,12.86494389,2,0.015016891,248.6408,2004,2,4,3,6759.2016
FDN38,6.615,2,0.091895319,248.6408,1987,3,3,1,3504.7712
FDW55,12.6,2,0.021969896,248.6092,1997,1,2,1,3237.1196
FDN03,9.8,2,0.025257508,248.5408,1998,1,2,4,751.0224
FDA15,9.3,1,0.01601936,248.5092,2004,2,4,1,6474.2392
NCX30,16.7,1,0.026729068,248.4776,2009,2,4,2,6439.6176
FDT21,7.42,1,0.020474913,248.4092,2009,2,4,2,996.0368
FDF40,20.25,2,0.022639471,248.4092,2007,1,2,1,2241.0828
NCE18,10,1,0.021421289,248.375,2004,2,4,1,7240.575
FDU14,12.86649787,1,0.034584356,248.375,1985,2,3,3,10236.675
NCH06,12.3,1,0.128136346,248.346,1998,1,2,4,985.384
FDQ52,17,1,0.119871307,248.3434,2009,2,4,2,6208.585
FDK21,7.905,1,0.010032624,248.3408,2002,1,2,1,751.0224
FDX13,7.725,1,0.047743195,248.3092,2005,3,4,1,6474.2392
FDU14,17.75,1,0.034746076,248.275,2004,1,2,1,998.7
NCE18,10,1,0.021407511,248.175,1987,3,2,1,3495.45
FDI08,18.2,2,0.066672058,248.1092,2007,1,2,1,4233.1564
FDF40,20.25,2,0.022507877,248.1092,2004,1,2,1,4731.1748
FDF41,12.8652516,1,0.130544568,248.046,2004,2,4,3,7883.072
FDT21,7.42,1,0.020374875,248.0092,1987,3,2,1,1245.046
NCH06,12.3,1,0.076987408,247.946,2007,1,2,1,3202.498
NCH06,12.3,1,0.076709639,247.846,2002,1,3,1,3448.844
FDJ48,11.3,1,0.056424146,247.8118,2004,1,2,1,2223.1062
FDJ48,11.3,3,0.056434817,247.8118,1997,1,2,1,2964.1416
FDF40,12.86672828,2,0.03941584,247.8092,1985,1,1,4,498.0184
NCE18,10,1,0.021512619,247.775,2009,2,3,2,3745.125
FDJ48,11.3,1,0.056754036,247.5118,2007,1,2,1,2470.118
DRC27,13.8,1,0.058220302,247.4802,2002,1,2,1,1474.0812
FDQ52,17,1,0.119285634,247.4434,1987,3,2,1,2980.1208
FDO11,8,2,0.030311951,247.4092,2005,2,4,1,6972.2576
NCI30,20.25,1,0.059055045,247.346,2002,1,2,1,1970.768
NCX30,12.86624867,1,0.026491715,247.2776,2005,2,4,3,6191.94
FDB05,5.155,1,0.083327693,247.2776,1999,2,3,1,5944.2624
FDB05,12.86742309,1,0.145669556,247.2776,1985,1,1,4,743.0328
FDI08,18.2,2,0.066284519,247.2092,2004,1,2,1,3486.1288
NCH06,12.3,1,0.076866235,247.146,2009,2,3,2,492.692
FDT21,7.42,1,0.020387989,247.1092,2004,1,2,1,4233.1564
FDI08,18.2,2,0.066297055,247.1092,1997,1,2,1,2241.0828
NCH18,9.3,3,0.044652785,247.0802,2004,1,2,1,1228.401
FDW55,12.86725804,2,0.021863506,247.0092,1985,2,3,3,5478.2024
DRC27,13.8,1,0.058192802,246.9802,1999,2,3,1,5896.3248
FDJ48,12.86711585,1,0.056161529,246.9118,1985,2,3,3,5681.2714
FDF41,12.15,1,0.131445848,246.846,2002,1,4,1,6404.996
FDL08,10.8,1,0.049709624,246.8144,2004,1,2,1,2450.144
NCL42,18.85,1,0.040338009,246.7144,2004,3,4,1,6615.3888
FDL08,10.8,1,0.049719026,246.7144,1997,1,3,1,5145.3024
FDP16,18.6,1,0.039294854,246.6802,1997,1,2,1,2702.4822
NCI30,20.25,1,0.058935522,246.646,1997,1,2,1,2463.46
FDQ52,17,1,0.120060274,246.5434,2007,1,2,1,4470.1812
NCH18,9.3,1,0.074753743,246.4802,1998,1,2,4,982.7208
NCI30,20.25,1,0.059268885,246.446,2007,1,3,1,3695.19
FDG28,9.285,2,0.049559042,246.4144,2007,1,2,1,1225.072
FDP16,18.6,1,0.039355947,246.3802,2004,3,4,1,7370.406
NCX30,16.7,1,0.026771204,246.3776,2007,1,2,1,1981.4208
FDF41,12.15,1,0.131921819,246.346,2007,1,2,1,739.038
DRC27,13.8,1,0.058339153,246.2802,2009,3,4,2,1228.401
FDG17,12.86277803,2,0.035666655,246.2486,2004,1,4,3,8063.5038
FDT52,9.695,2,0.047622786,246.2144,2009,2,3,2,3675.216
NCH18,9.3,1,0.044843161,246.1802,2009,2,4,2,2702.4822
DRG49,7.81,1,0.067836851,246.1486,2007,1,3,1,5375.6692
FDB05,5.155,1,0.083198341,246.0776,1997,1,2,1,990.7104
DRG49,7.81,1,0.067592098,246.0486,2002,1,4,1,7086.1094
FDF41,12.15,1,0.131383762,246.046,1999,2,2,1,1231.73
FDT52,9.695,2,0.047420609,246.0144,2004,1,2,1,4165.2448
FDL08,10.8,1,0.049677651,245.9144,1987,3,2,1,4655.2736
NCX30,16.7,1,0.026598474,245.8776,1987,3,2,1,4210.5192
FDB05,12.86685483,1,0.08279545,245.8776,1985,2,2,3,4705.8744
FDF41,12.15,1,0.131714183,245.846,2009,2,3,2,4434.228
FDT52,9.695,2,0.047429578,245.8144,1997,1,2,1,3430.2016
DRC27,13.8,1,0.097251621,245.7802,1998,1,2,4,245.6802
FDP16,18.6,1,0.065771529,245.7802,1998,1,2,4,245.6802
NCH06,12.86642966,1,0.076183667,245.646,1985,2,3,3,3695.19
FDG28,9.285,2,0.049280292,245.6144,2005,1,4,1,3920.2304
NCI30,20.25,1,0.058886477,245.546,1987,3,2,1,1724.422
NCH18,9.3,1,0.044624064,245.4802,1987,3,2,1,3193.8426
FDM20,10,1,0.038904624,245.4144,2007,1,4,1,6615.3888
FDM20,10,1,0.038653608,245.4144,2004,3,4,1,7105.4176
FDL08,12.86727175,1,0.049478259,245.4144,1985,2,2,3,3675.216
FDJ48,11.3,1,0.056387854,245.4118,2004,3,4,1,6669.3186
FDN09,14.15,3,0.035016754,245.3828,2009,2,3,2,1705.7796
FDJ48,11.3,1,0.094460314,245.3118,1998,1,2,4,247.0118
FDF41,12.15,1,0.131179812,245.246,1997,1,2,1,3202.498
FDJ48,11.3,1,0.066227455,245.2118,2002,1,3,1,5681.2714
DRC27,13.8,1,0.058091482,245.1802,2004,1,3,1,5650.6446
NCH18,9.3,1,0.044730667,245.1802,1999,2,2,1,2456.802
NCI30,20.25,1,0.0591756,245.046,2009,2,3,2,4680.574
FDM20,12.86717791,3,0.066240517,245.0144,1985,2,2,3,3185.1872
FDW34,9.6,1,0.035651291,244.917,2002,1,2,1,2916.204
FDW34,9.6,1,0.066252809,244.817,2004,1,2,1,4374.306
FDT52,9.695,2,0.047697859,244.6144,2007,1,2,1,2695.1584
FDT52,9.695,2,0.047503318,244.6144,1999,2,2,1,3185.1872
FDG17,6.865,2,0.035895934,244.4486,2004,3,4,1,6353.0636
FDG17,6.865,2,0.036042939,244.4486,2007,1,2,1,4153.9262
FDW34,9.6,1,0.035579135,244.417,1997,1,2,1,1944.136
NCI30,12.87150008,1,0.103188491,244.346,1985,1,1,4,246.346
NCL42,18.85,1,0.040434372,244.3144,1999,2,3,1,5635.3312
FDI19,15.1,1,0.066276152,244.2512,2002,1,2,1,3635.268
FDN09,14.15,3,0.066284575,244.1828,2002,1,2,1,731.0484
FDG17,6.865,2,0.03598621,244.1486,2009,3,4,2,2687.8346
FDW34,9.6,1,0.035549527,244.117,1987,3,3,1,5346.374
NCL42,18.85,1,0.040599963,244.0144,2007,1,3,1,5635.3312
FDN09,14.15,1,0.05837308,243.9828,1998,1,2,4,731.0484
FDL08,10.8,1,0.050000257,243.9144,2007,1,2,1,4655.2736
FDM20,10,1,0.038685802,243.8144,1997,1,2,1,4655.2736
FDN09,14.15,1,0.034868095,243.7828,2004,1,4,1,6579.4356
FDP16,18.6,1,0.039517121,243.6802,2007,1,3,1,5896.3248
DRC27,13.8,1,0.05843112,243.6802,2007,1,2,1,1965.4416
DRG49,7.81,1,0.112906337,243.5486,1998,1,2,4,488.6972
FDB21,7.475,1,0.149360698,243.4854,2007,1,2,1,1691.7978
FDL08,10.8,1,0.049819857,243.2144,2002,1,2,1,1225.072
FDI19,15.1,1,0.052329172,243.1512,2004,1,2,1,4604.6728
NCJ31,19.2,1,0.182653772,243.0196,1997,1,3,1,3374.2744
NCJ31,19.2,1,0.18293775,243.0196,1999,2,2,1,3615.294
FDB21,12.86952733,1,0.066276747,242.9854,2005,2,4,3,6767.1912
FDC04,15.6,1,0.045168898,242.9854,2009,2,3,2,2175.1686
FDI19,15.1,1,0.052295514,242.9512,1987,3,2,1,4847.024
FDI19,12.86876328,1,0.052085615,242.8512,1985,2,3,3,5816.4288
DRG49,12.86876328,1,0.067128641,242.8486,1985,2,2,3,3420.8804
FDN09,14.15,1,0.034845668,242.7828,1987,3,2,1,3167.8764
FDZ43,11,2,0.057290978,242.7512,2009,2,2,2,1938.8096
FDI19,15.1,1,0.052339069,242.7512,1997,1,2,1,4119.9704
FDQ19,7.35,2,0.014353174,242.6512,1987,3,2,1,969.4048
DRG49,7.81,1,0.067730081,242.6486,2009,2,3,2,2199.1374
NCC54,17.75,1,0.097692448,242.4196,2004,1,3,1,5543.4508
FDW34,12.86938801,1,0.062294473,242.417,1985,1,1,4,486.034
FDC04,15.6,1,0.045055587,242.3854,1999,2,2,1,2416.854
NCN55,14.6,3,0.066303959,242.3538,2004,1,3,1,5287.7836
FDI19,15.1,1,0.087604871,242.2512,1998,1,2,4,484.7024
FDB03,17.75,2,0.156802171,242.1538,2004,1,4,1,4326.3684
NCC54,17.75,1,0.097909084,242.1196,2002,1,2,1,4097.3332
FDZ43,11,2,0.057011062,241.9512,1987,3,2,1,2908.2144
FDC04,12.86713779,1,0.044767801,241.8854,1985,2,2,3,4592.0226
FDB37,20.25,2,0.022940826,241.8538,1997,1,3,1,5768.4912
DRE01,10.1,1,0.279783532,241.8512,1998,1,2,4,484.7024
NCJ31,19.2,1,0.183686937,241.8196,2007,1,2,1,1687.1372
FDX12,18.2,2,0.026064486,241.8196,1997,1,2,1,4097.3332
DRE01,10.1,1,0.167155198,241.7512,1997,1,3,1,5331.7264
FDZ43,11,2,0.057058545,241.7512,1997,1,2,1,3635.268
FDB21,7.475,1,0.149125615,241.6854,2009,2,4,2,6042.135
FDN09,12.86617161,1,0.034705807,241.6828,1985,2,2,3,4873.656
FDX12,18.2,2,0.043626605,241.4196,1998,1,2,4,482.0392
FDC04,15.6,1,0.045076878,241.3854,2002,1,2,1,2900.2248
FDC04,12.86492506,1,0.078764059,241.3854,1985,1,1,4,483.3708
FDQ19,7.35,2,0.014394261,241.3512,2002,1,3,1,5331.7264
FDW34,9.6,1,0.035780385,241.317,2007,1,2,1,3645.255
NCV53,8.27,1,0.018797945,241.288,1987,3,3,1,5512.824
FDB21,7.475,1,0.148821808,241.2854,2002,1,3,1,5317.0788
NCN55,14.6,1,0.059732844,241.2538,2009,2,3,2,5287.7836
FDA38,5.44,1,0.025458716,241.2538,1987,3,2,1,3124.5994
FDX12,18.2,2,0.026059557,241.2196,2004,1,4,1,6507.5292
FDA38,12.86788244,1,0.04461205,241.1538,1985,1,1,4,480.7076
FDB03,17.75,2,0.156831826,241.0538,1997,1,2,1,1201.769
FDB37,12.86712717,2,0.022829734,241.0538,1985,2,2,3,4566.7222
FDQ19,7.35,3,0.024044279,241.0512,1998,1,2,4,242.3512
FDS44,12.86798081,2,0.27321283,240.9538,1985,1,1,4,480.7076
NCC54,17.75,1,0.098108957,240.9196,2009,2,3,2,4579.3724
FDB37,20.25,2,0.022936488,240.8538,2004,2,4,1,7931.6754
FDZ26,11.6,2,0.144604071,240.8222,2009,2,3,2,3585.333
FDB37,20.25,2,0.022921735,240.7538,1987,3,3,1,3364.9532
FDB03,17.75,2,0.156701315,240.7538,1987,3,2,1,4566.7222
FDB21,7.475,1,0.148492521,240.6854,2004,1,2,1,1691.7978
FDZ26,11.6,3,0.143897558,240.6222,1987,3,2,1,2868.2664
FDR45,12.8654097,1,0.066209973,240.6222,1985,2,2,3,4302.3996
NCJ31,12.8654097,3,0.181769264,240.6196,1985,2,2,3,4579.3724
FDB03,17.75,2,0.157075658,240.5538,1999,2,2,1,3845.6608
DRK11,8.21,1,0.010808272,240.5392,2009,2,5,2,1043.9744
FDR45,10.8,1,0.029107004,240.5222,2007,1,2,1,4541.4218
FDZ43,11,2,0.057047756,240.4512,2004,2,4,1,7028.1848
NCC54,17.75,1,0.097629611,240.4196,1987,3,2,1,4579.3724
DRF60,10.8,1,0.052174319,240.3564,2002,1,2,1,4290.4152
FDB37,20.25,2,0.022976493,240.3538,1999,2,2,1,4086.0146
FDI09,20.75,2,0.12953868,240.288,1999,2,2,1,2396.88
FDK34,13.35,1,0.038494623,240.2564,1987,3,2,1,2860.2768
FDK34,12.86310299,1,0.038340116,240.1564,2004,2,4,3,7150.692
FDF11,10.195,2,0.017658634,240.1538,1999,2,2,1,1442.1228
FDI09,20.75,2,0.066213581,239.988,2002,1,2,1,2636.568
DRF60,10.8,1,0.052149675,239.9564,1999,2,2,1,3813.7024
FDF11,10.195,2,0.017730951,239.8538,2007,1,2,1,4086.0146
FDZ26,11.6,2,0.144832027,239.8222,2007,1,2,1,4063.3774
FDD17,7.5,1,0.032811503,239.6906,2007,1,2,1,2614.5966
FDF11,10.195,2,0.017627888,239.6538,2004,1,2,1,2403.538
FDS44,12.65,2,0.15604396,239.6538,1997,1,2,1,3845.6608
FDZ26,11.6,2,0.143990173,239.6222,2004,1,2,1,2390.222
DRD49,9.895,1,0.167799329,239.4564,2004,1,3,1,5243.8408
FDF11,10.195,3,0.017703044,239.4538,2009,2,3,2,3605.307
FDF11,10.195,2,0.017666978,239.4538,2002,1,2,1,4566.7222
FDZ26,11.6,2,0.144241314,239.4222,1999,2,3,1,3346.3108
FDK34,13.35,1,0.038744606,239.3564,2007,1,2,1,3098.6332
NCC54,17.75,1,0.097862839,239.3196,1999,2,2,1,3615.294
NCC54,17.75,3,0.163548055,239.3196,1998,1,2,4,723.0588
NCN55,14.6,1,0.059827007,239.2538,2007,1,2,1,3605.307
FDR45,10.8,1,0.028988288,239.2222,2004,2,4,1,6692.6216
NCJ31,19.2,1,0.182501773,239.2196,1987,3,3,1,5061.4116
FDX12,18.2,2,0.026117345,239.2196,2002,1,2,1,3133.2548
FDB03,17.75,2,0.157470693,239.1538,2009,2,3,2,4326.3684
FDD17,7.5,1,0.032677678,239.0906,1999,2,3,1,5942.265
NCV53,8.27,1,0.031490111,239.088,1998,1,2,4,719.064
FDS44,12.65,2,0.156286566,238.9538,1999,2,2,1,4086.0146
