person,tot,time,role,dialogue
OBAMA,51.19,time 3,candidate,He's praised George Bush as a good economic steward and Dick Cheney as somebody who's who shows great wisdom and judgment.
OBAMA,51.2,time 3,candidate,"And the world needs a strong America, and it is stronger now than when I came into office."
OBAMA,51.2,time 3,candidate,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the twenty onest century.
OBAMA,51.3,time 3,candidate,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan."
OBAMA,51.4,time 3,candidate,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.
OBAMA,51.5,time 3,candidate,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat."
OBAMA,51.6,time 3,candidate,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does."
OBAMA,51.7,time 3,candidate,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas."
OBAMA,51.8,time 3,candidate,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow."
OBAMA,51.9,time 3,candidate,Doing everything we can to control our own energy.
OBAMA,52.1,time 2,candidate,.
OBAMA,54.1,time 2,candidate,OK.
OBAMA,54.1,time 3,candidate,"Well, let's talk about what we need to compete."
OBAMA,54.1,time 3,candidate,We've seen progress and gains in schools that were having a terrible time.
OBAMA,54.11,time 3,candidate,And they're starting to finally make progress.
OBAMA,54.12,time 3,candidate,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science."
OBAMA,54.13,time 3,candidate,And those teachers can make a difference.
OBAMA,54.14,time 3,candidate,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow."
OBAMA,54.15,time 3,candidate,"When you were asked about reduced class sizes, you said class sizes don't make a difference."
OBAMA,54.16,time 3,candidate,"But I tell you, if you talk to teachers, they will tell you it does make a difference."
OBAMA,54.17,time 3,candidate,"And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here."
OBAMA,54.18,time 3,candidate,Companies are going to locate here depending on whether we've got the most highly skilled workforce.
OBAMA,54.19,time 3,candidate,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long term competitiveness."
OBAMA,54.2,time 3,candidate,"First of all, Governor Romney talks about small businesses."
OBAMA,54.2,time 3,candidate,"That is not good for America's position in the world, and the world notices."
OBAMA,54.3,time 3,candidate,"But, Governor, when you were in Massachusetts, small businesses development ranked about forty eightth, I think out of fifty states in Massachusetts, because the policies that you are promoting actually don't help small businesses."
OBAMA,54.4,time 3,candidate,And the way you define small businesses includes folks at the very top.
OBAMA,54.5,time 3,candidate,And they include you and me.
OBAMA,54.6,time 3,candidate,That's not the kind of small business promotion we need.
OBAMA,54.7,time 3,candidate,But let's take an example that we know is going to make a difference in the twenty onest century and that's our education policy.
OBAMA,54.8,time 3,candidate,We didn't have a lot of chance to talk about this in the last debate.
OBAMA,54.9,time 3,candidate,"You know, under my leadership, what we've done is reformed education, working with governors, forty six states."
OBAMA,55.1,time 1,candidate,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.
OBAMA,55.1,time 1,candidate,"But what it does say is that insurers, you've got to take everybody."
OBAMA,55.11,time 1,candidate,"Now, that also means that you've got more customers."
OBAMA,55.12,time 1,candidate,"But when when Governor Romney says that he'll replace it with something, but can't detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isn't a better way of dealing with the preexisting conditions problem."
OBAMA,55.13,time 1,candidate,"It just reminds me of, you know, he says that he's going to close deductions and loopholes for his tax plan."
OBAMA,55.14,time 1,candidate,"That's how it's going to be paid for, but we don't know the details."
OBAMA,55.15,time 1,candidate,"He says that he's going to replace Dodd Frank, Wall Street reform, but we don't know exactly which ones."
OBAMA,55.16,time 1,candidate,He won't tell us.
OBAMA,55.17,time 1,candidate,He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry.
OBAMA,55.18,time 1,candidate,"And at some point, I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because they're too good?"
OBAMA,55.19,time 1,candidate,Is it is it because that somehow middle class families are going to benefit too much from them?
OBAMA,55.2,time 1,candidate,That's explicitly prohibited in the law.
OBAMA,55.2,time 1,candidate,No.
OBAMA,55.21,time 1,candidate,"The reason is, is because, when we reform Wall Street, when we tackle the problem of pre existing conditions, then, you know, these are tough problems and we've got to make choices."
OBAMA,55.22,time 1,candidate,And the choices we've made have been ones that ultimately are benefiting middle class families all across the country.
OBAMA,55.3,time 1,candidate,"But let's go back to what Governor Romney indicated, that under his plan, he would be able to cover people with preexisting conditions."
OBAMA,55.4,time 1,candidate,"Well, actually Governor, that isn't what your plan does."
OBAMA,55.5,time 1,candidate,"What your plan does is to duplicate what's already the law, which says if you are out of health insurance for three months, then you can end up getting continuous coverage and an insurance company can't deny you if you've if it's been under ninety days."
OBAMA,55.6,time 1,candidate,But that's already the law and that doesn't help the millions of people out there with preexisting conditions.
OBAMA,55.7,time 1,candidate,There's a reason why Governor Romney set up the plan that he did in Massachusetts.
OBAMA,55.8,time 1,candidate,It wasn't a government takeover of health care.
OBAMA,55.9,time 1,candidate,It was the largest expansion of private insurance.
OBAMA,57.1,time 2,candidate,"Well, think about what the governor think about what the governor just said."
OBAMA,57.1,time 2,candidate,"So, I'm all for pipelines."
OBAMA,57.11,time 2,candidate,I'm all for oil production.
OBAMA,57.12,time 2,candidate,What I'm not for is us ignoring the other half of the equation.
OBAMA,57.13,time 2,candidate,"So, for example, on wind energy, when Governor Romney says these are imaginary jobs."
OBAMA,57.14,time 2,candidate,"When you've got thousands of people right now in Iowa, right now in Colorado, who are working, creating wind power with good paying manufacturing jobs, and the Republican senator in that in Iowa is all for it, providing tax breaks to help this work and Governor Romney says I'm opposed."
